time,Display&DV360_impression,Google_Search_impression,Meta_Ads_impression,Newspaper_impression,OOH_impression,Radio_impression,TikTok_Ads_impression,TV_&_Offline_impression,YouTube_Ads_impression,Display&DV360_spend,Google_Search_spend,Meta_Ads_spend,Newspaper_spend,OOH_spend,Radio_spend,TikTok_Ads_spend,TV_&_Offline_spend,YouTube_Ads_spend,GQV,conversions
2024-02-20,18380060,38594128,23750392,12450058,73745032,33048508,26125431.2,39658209.6,21137069,1.309.071.328,2.830.000.625,2.289.830.313,925.154.375,574683.25,2.575.110.469,2.518.813.344,3.090.132.563,1.505.432.027,10.658.422,398553984
2024-02-27,10672435,26274732,14373296,3891271,41990080,28038312,15810625.6,33645974.4,12273300.25,7.601.160.156,1.926.653.281,1.385.762.813,2.891.574.023,3.272.219.688,2.184.720.469,1.524.339.094,2.621.664.563,8.741.334.179,17.074.314,448971776
2024-03-05,5688744,26099412,2491145,150160,35745776,26323608,2740259.5,31588329.6,6542055.6,4.051.657.813,1.913.797.656,2.401.770.508,1.115.827.637,278.561.125,2.051.112.344,2.641.947.559,2.461.334.813,4.659.406.485,-2.690.273,379206656
2024-03-12,3506138,25732760,14899380,680228,45675368,14404237,16389318,17285084.4,4032058.7,2.497.154.297,1.886.912.031,143.648.375,5.054.723.145,355.940.875,1.122.365.469,1.580.132.125,1.346.838.563,2.871.727.442,-2.122.301,441291840
2024-03-19,5599522,15391454,5163194,41056,11996649,4094882,5679513.4,4913858.4,6439450.3,3.988.111.719,1.128.612.656,4.977.955.078,3.050.840.454,9.348.797.656,3.190.695.898,5.475.750.586,3.828.835.078,4.586.328.477,-31.768.303,424908192
2024-03-26,4450925,14668711,11839981,1895029,67270392,31220424,13023979.1,37464508.8,5118563.75,3.170.054.102,1.075.615.938,114152,1.408.181.738,5.242.274.688,2.432.667.813,125567.2,2.919.201.376,3.645.562.217,-20.662.968,397510784
2024-04-02,7803473,48090168,27785480,822143,66989608,26265844,30564028,31519012.8,8973993.95,5.557.817.969,352.631.875,267886.25,6.109.282.227,5.220.393.125,2.046.611.406,294.674.875,2.455.933.687,6.391.490.664,14.802.791,434068480
2024-04-09,22786410,42164832,22877512,3878281,62049776,22038380,25165263.2,26446056,26204371.5,1.622.901.875,3.091.830.625,220.567.375,2.881.921.289,4.835.440.313,1.717.210.938,2.426.241.125,2.060.653.126,1.866.337.156,27.929.352,383046400
2024-04-16,3562272,27255944,11678659,2033139,66199520,30614036,12846524.9,36736843.2,4096612.8,2.537.134.375,1.998.602.969,1.125.966.563,1.510.810.254,5.158.822.813,238.541.875,1.238.563.219,286250.25,2.917.704.531,11.452.892,390981280
2024-04-23,3908966,8882386,17718450,773960,26172280,19322778,19490295,23187333.6,4495310.9,2.784.058.008,6.513.207.422,1.708.276.875,5.751.238.281,2.039.564.063,150.561.375,1.879.104.563,180673.65,3.201.666.709,-41.773.697,428118464
2024-04-30,20126900,35027168,4797251,15687790,74574208,35095252,5276976.1,42114302.4,23145935,1.433.485.469,2.568.445.313,4.625.140.625,1.165.747.813,581.144.875,273.459.125,5.087.654.688,328150.95,1.648.508.289,43.540.487,406888608
2024-05-07,3466495,12888732,18134088,463146,37927256,30156156,19947496.8,36187387.2,3986469.25,2.468.919.727,94509.5,1.748.349.375,3.441.603.027,2.955.610.625,2.349.741.094,1.923.184.313,2.819.689.313,2.839.257.686,-18.810.732,400053760
2024-05-14,5688197,23847288,14018159,0,26224508,10764283,15419974.9,12917139.6,6541426.55,4.051.268.359,1.748.655.469,1.351.523.125,0,2.043.634.063,8.387.434.375,1.486.675.438,1.006.492.125,4.658.958.613,4.521.956,468998432
2024-05-21,9191868,32985984,13765626,6223597,72890016,22422492,15142188.6,26906990.4,10570648.2,6.546.665.625,2.418.770.781,1.327.175.938,4.624.707.813,568020.25,1.747.140.781,1.459.893.532,2.096.568.937,7.528.665.469,6.575.974,415325760
2024-05-28,5260285,28896650,15427092,3675346,42263536,56389428,16969801.2,67667313.6,6049327.75,3.746.499.219,2.118.911.406,1.487.361.563,2.731.121.875,329353,4.393.814.375,1.636.097.719,527.257.725,4.308.474.102,36.119.507,405269696
2024-06-04,28819968,39319436,24175448,8685698,78842536,34845856,26592992.8,41815027.2,33142963.2,205.262.625,2.883.185.313,2.330.810.781,6.454.276.563,6.144.073.125,2.715.158.125,2.563.891.859,325.818.975,2.360.520.188,23.657.532,369865056
2024-06-11,10143860,31082668,6847736,5018514,35889496,16551216,7532509.6,19861459.2,11665439,7.224.696.875,2.279.205.938,6.602.060.938,3.729.219.531,2.796.810.938,1.289.656.094,7.262.267.032,1.547.587.313,8.308.401.406,-79.337.144,408573984
2024-06-18,12545184,35319952,6269018,0,41140440,9077106,6895919.8,10892527.2,14426961.6,8.934.976.563,2.589.914.063,6.044.105.469,0,320.600.875,7.072.800.781,6.648.516.016,8.487.360.937,1.027.522.305,-11.305.162,436399296
2024-06-25,39705664,32791088,32780680,25258484,77853152,60383780,36058748,72460536,45661513.6,282.793.125,2.404.479.531,316.046.125,187.693.875,606697.25,4.705.050.625,3.476.507.375,564.606.075,3.252.120.938,1.808.571,394807840
2024-07-02,7848577,19250060,6805373,1967166,35739772,36792392,7485910.3,44150870.4,9025863.55,5.589.941.797,1.411.553.594,6.561.217.969,1.461.786.133,2.785.143.438,2.866.830.625,7.217.339.766,344.019.675,6.428.433.067,-13.011.879,390460384
2024-07-09,10013088,46002496,10949564,8653431,62635892,9908259,12044520.4,11889910.8,11515051.2,7.131.557.813,3.373.235.625,1.055.672.813,6.430.299.219,4.881.115.313,7.720.428.125,1.161.240.094,926.451.375,8.201.291.485,23.978.561,428296416
2024-07-16,1477610,12888276,22390422,4806706,38475452,27320754,24629464.2,32784904.8,1699251.5,105.238.877,9.450.616.406,2.158.712.344,3.571.826.953,2.998.330.625,2.128.809.063,2.374.583.578,2.554.570.876,1.210.247.086,-3.675.912,433240128
2024-07-23,25514400,28541720,11398400,14673070,53914840,37676032,12538240,45211238.4,29341560,1.817.195.781,2.092.885.313,1.098.946.094,1.090.344.766,420149.75,2.935.683.125,1.208.840.703,352.281.975,2.089.775.148,9.938.099,393614720
2024-07-30,25153664,27898002,11183021,8793338,56337228,46455136,12301323.1,55746163.2,28926713.6,1.791.503.281,2.045.683.281,1.078.180.938,6.534.262.891,4.390.270.313,3.619.743.125,1.185.999.032,434.369.175,2.060.228.773,-11.794.659,393052896
2024-08-06,38274724,55588432,15007548,8872200,104054160,35358052,16508302.8,42429662.4,44015932.6,272.601.625,4.076.145.625,144691.25,6.592.864.844,810877.5,2.755.068.125,159.160.375,330.608.175,3.134.918.688,3.498.421,366653984
2024-08-13,24121912,51015292,17932638,6995747,69829344,32590790,19725901.8,39108948,27740198.8,1.718.019.688,374081,1.728.927.188,5.198.486.719,5.441.689.375,2.539.445.469,1.901.819.907,3.047.334.563,1.975.722.641,5.926.922,401180576
2024-08-20,25972628,42182080,19408080,14690473,78623736,48367412,21348888,58040894.4,29868522.2,1.849.831.875,309309.5,1.871.177.969,1.091.637.969,612702.25,3.768.745.938,2.058.295.766,4.522.495.126,2.127.306.656,-4.434.633,368933088
2024-08-27,17812544,15013863,6989032,13374499,85387208,50708408,7687935.2,60850089.6,20484425.6,1.268.651.484,110092.5,67.382.875,9.938.489.063,665.408.875,3.951.154.375,741.211.625,474.138.525,1.458.949.207,23.271.807,410673376
2024-09-03,40705092,54326224,51584908,26508684,115819576,49133752,56743398.8,58960502.4,46810855.8,2.899.112.813,3.983.591.563,4.973.420.313,1.969.840.313,902563.5,382.845.875,5.470.762.344,459415.05,3.333.979.735,10.593.718,355910656
2024-09-10,32343928,45223508,28408616,15264291,96970728,63412420,31249477.6,76094904,37195517.2,2.303.610.938,3.316.114.688,2.738.940.625,1.134.277.891,755.677.375,4.941.039.688,3.012.834.688,5.929.247.626,2.649.152.579,1.410.081,402880928
2024-09-17,14433465,17580172,30140448,974522,50955512,37830456,33154492.8,45396547.2,16598484.75,1.027.985.469,1.289.105.391,2.905.910.313,7.241.599.121,3.970.881.875,2.947.715.625,3.196.501.344,353.725.875,1.182.183.289,43.706.913,437796064
2024-09-24,10689669,46616872,10318628,28138168,91131568,60204304,11350490.8,72245164.8,12293119.35,7.613.434.375,341.828.625,9.948.428.125,2.090.926.094,710173.75,469.106.625,1.094.327.094,562927.95,8.755.449.531,102.745,378268224
2024-10-01,35437424,42967352,34024920,28019302,92106768,60377092,37427412,72452510.4,40753037.6,2.523.936.875,3.150.676.875,328.042.125,2.082.093.125,7.177.733.125,4.704.529.688,3.608.463.375,5.645.435.626,2.902.527.406,13.855.888,391867104
2024-10-08,31066344,44927480,19248864,27521326,94426504,52676800,21173750.4,63212160,35726295.6,2.212.618.281,3.294.407.813,1.855.827.656,2.045.088.906,7.358.506.875,4.104.529.688,2.041.410.422,4.925.435.626,2.544.511.023,17.905.316,418104896
2024-10-15,39667400,33851912,20383020,7644200,79117792,36411040,22421322,43693248,45617510,2.825.205.938,2.482.266.875,1.965.174.219,5.680.347.266,6.165.523.125,283.711.625,2.161.691.641,340453.95,3.248.986.829,-37.902.532,401615744
2024-10-22,45045592,53631408,20497316,28475950,100710736,71660304,22547047.6,85992364.8,51802430.8,3.208.253.438,393264.25,197.619.375,2.116.026.406,7.848.226.875,558370.75,2.173.813.125,670044.9,3.689.491.454,417.946,421638208
2024-10-29,19931016,32733336,14001316,5599835,55831472,24482880,15401447.6,29379456,22920668.4,1.419.534.063,2.400.244.844,1.349.899.375,4.161.195.313,435085.75,1.907.684.375,1.484.889.313,228.922.125,1.632.464.172,72.957.854,470492832
2024-11-05,32339412,50830096,39244784,6543054,66384524,38850568,43169262.4,46620681.6,37190323.8,2.303.289.375,3.727.230.313,3.783.680.625,486.209.375,517324,3.027.201.875,4.162.048.688,363.264.225,2.648.782.781,4.404.792,407627136
2024-11-12,29887162,37314616,30976762,15693541,82337256,60354980,34074438.2,72425976,34370236.3,2.128.634.219,273617.75,298.654.125,1.166.175.156,641.641.125,4.702.806.563,3.285.195.375,5.643.367.876,2.447.929.352,23.445.538,394433504
2024-11-19,28259848,25405840,24797456,19386824,75759456,35929304,27277201.6,43115164.8,32498825.2,2.012.733.281,186294,239078,1.440.620.313,5.903.813.125,2.799.579.688,262985.8,3.359.495.626,2.314.643.273,18.610.165,411767360
2024-11-26,25256958,47624256,31593064,26114556,72654224,59622800,34752370.4,71547360,29045501.7,1.798.860.156,349215.5,3.045.960.625,1.940.552.813,566182.75,4.645.755.938,3.350.556.688,5.574.907.126,2.068.689.179,2.336.316,406189056
2024-12-03,17230812,43793196,44289380,36233768,75956896,48257728,48718318,57909273.6,19815433.8,1.227.219.141,321.123.375,4.270.041.563,269.250.375,5.919.199.375,3.760.199.688,4.697.045.719,4.512.239.626,1.411.302.012,10.780.961,412886080
2024-12-10,19174556,52348092,10625706,7916848,99719936,39042632,11688276.6,46851158.4,22050739.4,1.365.657.188,3.838.540.625,1.024.448.906,58829.5,7.771.015.625,3.042.167.188,1.126.893.797,3.650.600.626,1.570.505.766,55.258.213,394763040
2024-12-17,28153490,13329149,32793724,2079477,71293080,16065590,36073096.4,19278708,32376513.5,2.005.158.125,9.773.896.094,316.171.875,1.545.243.652,5.555.755.625,1.251.816.563,3.477.890.625,1.502.179.876,2.305.931.844,18.578.558,406437344
2024-12-24,21857934,31161722,16634914,10994657,73886744,25246776,18298405.4,30296131.2,25136624.1,1.556.773.594,2.285.002.813,1.603.810.625,8.170.046.875,575.787.625,1.967.206.406,1.764.191.688,2.360.647.687,1.790.289.633,-6.677.512,461989376
2024-12-31,27107504,31532304,19892564,12188048,84104752,57531228,21881820.4,69037473.6,31173629.6,1.930.660.469,2.312.176.563,1.917.888.125,9.056.846.094,655.414.875,448278.25,2.109.676.938,537933.9,2.220.259.539,17.784.231,388641600
